"","ref","target","t","match","gold","syn_def","definition","syn_words","syn","pos","id","freq.x","freq.y","synset","target_centrality","ref_centrality","polysemy_target","polysemy_ref","correct","sig","p","corr"
"91","amphoteric","amphiprotic","1930","True","1","having characteristics of both an acid and a base and capable of reacting as either","Solvents and solutes/amphoteric","['amphoteric', 'amphiprotic']","Synset('amphoteric.a.01')","adj","01.10.02.21.09|05","9.5","244.5","amphoteric.a.01","1","1","1","1",NA,NA,NA,NA
"92","analyze","analyse","1908","True","1","subject to psychoanalytic treatment","Psychoanalyse","['analyze', 'analyse', 'psychoanalyze', 'psychoanalyse']","Synset('analyze.v.04')","vt","02.01.05.18","55111","191686","analyze.v.04","4","4","4","4","1","1","0.0288827975067328","0.684848484848485"
"93","anele","oil","1850","True","-1","administer an oil or ointment to often in a religious ceremony of blessing","Worship/Anoint/to an office","['anoint', 'inunct', 'oil', 'anele', 'embrocate']","Synset('anoint.v.02')","vt","03.08.04.08.06|01","1250614.5",NA,"anoint.v.02","6","1","3","1",NA,NA,NA,NA
"94","anneal","temper","1924","True","1","bring to a desired consistency texture or hardness by a process of gradually heating and cooling","Develop (a region) industrially/Work with metal/harden/temper/anneal/reduce brittleness of hardened steel","['anneal', 'temper', 'normalize']","Synset('anneal.v.01')","vt","03.11.06.03.06|06.05","95352","1897","anneal.v.01","5","1","4","1",NA,NA,NA,NA
"95","anneal","normalize","1902","True","1","bring to a desired consistency texture or hardness by a process of gradually heating and cooling","Develop (a region) industrially/Work with metal/harden/temper/anneal/sorbitize/spheroidize/normalize","['anneal', 'temper', 'normalize']","Synset('anneal.v.01')","vt","03.11.06.03.06|06.04","3791","1897","anneal.v.01","3","1","3","1",NA,NA,NA,NA
"96","announce","annunciate","1882","True","-1","foreshadow or presage","Information/Announce/proclaim/beforehand","['announce', 'annunciate', 'harbinger', 'foretell', 'herald']","Synset('announce.v.04')","vt","03.09.05.06|07","33.5","53628","announce.v.04","1","4","1","4",NA,NA,NA,NA
"97","annoyed","peeved","1908","True","1","aroused to impatience or anger","Suffering mental pain/Annoyed/vexed","['annoyed', 'irritated', 'miffed', 'nettled', 'peeved', 'pissed', 'pissed_off', 'riled', 'roiled', 'steamed', 'stung']","Synset('annoyed.s.01')","adj","02.04.11.10","136","30186","annoyed.s.01","2","2","1","1",NA,NA,NA,NA
"98","anoint","anele","1852","True","-1","administer an oil or ointment to often in a religious ceremony of blessing","Worship/Anoint/of the sick/dying","['anoint', 'inunct', 'oil', 'anele', 'embrocate']","Synset('anoint.v.02')","vt","03.08.04.08.06|02",NA,"4209","anoint.v.02","1","2","1","2",NA,NA,NA,NA
"99","anoint","oil","1850","True","-1","administer an oil or ointment to often in a religious ceremony of blessing","Worship/Anoint/to an office","['anoint', 'inunct', 'oil', 'anele', 'embrocate']","Synset('anoint.v.02')","vt","03.08.04.08.06|01","1250614.5","4209","anoint.v.02","6","2","3","2","1","1","1.11998218512083e-05","-0.885714285714286"
"100","anxious","uneasy","1858","True","-1","causing or fraught with or showing anxiety","Fearful/Nervous/uneasy/uneasy","['anxious', 'nervous', 'queasy', 'uneasy', 'unquiet']","Synset('anxious.s.02')","adj","02.04.21.06|02","46041","237618","anxious.s.02","3","2","2","2","1","0","0.780754552309047","-0.0785714285714286"
"101","apace","quickly","1860","True","-1","with rapid movements","In (some/any) way/Quickly/speedily","['quickly', 'rapidly', 'speedily', 'chop-chop', 'apace']","Synset('quickly.r.01')","adv","01.15.20.05","747296","1863.5","quickly.r.01","1","1","3","1","1","1","8.20099466680576e-05","-0.859340659340659"
"102","apologise","rationalize","1922","True","1","defend explain clear away or make excuses for by reasoning","Sympathize/justify","['apologize', 'apologise', 'excuse', 'justify', 'rationalize', 'rationalise']","Synset('apologize.v.02')","vi","02.01.05.18.06.02|01","7105.5","3223.5","apologize.v.02","1","1","5","2","0","0","0.504631575468691","-0.4"
"103","apologise","rationalize","1924","True","1","defend explain clear away or make excuses for by reasoning","Attribute to other/justify","['apologize', 'apologise', 'excuse', 'justify', 'rationalize', 'rationalise']","Synset('apologize.v.02')","vt","02.01.05.18.06.02|02","7105.5","3223.5","apologize.v.02","1","1","5","2","0","0","0.504631575468691","-0.4"
"104","apologize","rationalize","1922","True","1","defend explain clear away or make excuses for by reasoning","Sympathize/justify","['apologize', 'apologise', 'excuse', 'justify', 'rationalize', 'rationalise']","Synset('apologize.v.02')","vi","02.01.05.18.06.02|01","7105.5","40321.5","apologize.v.02","1","2","5","2","1","0","0.0723965014577259","0.771428571428571"
"105","apologize","rationalize","1924","True","1","defend explain clear away or make excuses for by reasoning","Attribute to other/justify","['apologize', 'apologise', 'excuse', 'justify', 'rationalize', 'rationalise']","Synset('apologize.v.02')","vt","02.01.05.18.06.02|02","7105.5","40321.5","apologize.v.02","1","2","5","2","1","0","0.0723965014577259","0.771428571428571"
"106","apostolic","apostolical","1864","True","-1","proceeding from or ordered by or subject to a pope or the papacy regarded as the successor of the Apostles","Papal/office","['papal', 'apostolic', 'apostolical', 'pontifical']","Synset('papal.a.01')","adj","03.08.03.05.01.01|01","337","22421.5","papal.a.01","1","2","2","2","0","0","0.787172011661808","0.142857142857143"
"107","apparitional","ghostlike","1884","True","-1","resembling or characteristic of a phantom","Supernatural being/Spectral/resembling a ghost/resembling a place haunted by ghosts","['apparitional', 'ghostlike', 'ghostly', 'phantasmal', 'spectral', 'spiritual']","Synset('apparitional.s.01')","adj","01.17.03.02|01.01","174.5","324.5","apparitional.s.01","1","1","1","1",NA,NA,NA,NA
"108","appeasing","placative","1930","True","-1","intended to pacify by acceding to demands or granting concessions","At variance/Making/promoting concord/peace/appeasing/propitiatory","['appeasing', 'placating', 'placative', 'placatory']","Synset('appeasing.s.01')","adj","03.01.07.06.01|02",NA,"1127","appeasing.s.01","1","4","1","2",NA,NA,NA,NA
"109","appeasing","placating","1910","True","1","intended to pacify by acceding to demands or granting concessions","At variance/Making/promoting concord/peace/appeasing/propitiatory","['appeasing', 'placating', 'placative', 'placatory']","Synset('appeasing.s.01')","adj","03.01.07.06.01|02","613.5","1127","appeasing.s.01","2","4","1","2",NA,NA,NA,NA
"110","appeasing","placative","1930","True","1","intended to pacify by acceding to demands or granting concessions","At variance/Making/promoting concord/peace/appeasing/propitiatory","['appeasing', 'placating', 'placative', 'placatory']","Synset('appeasing.s.01')","adj","03.01.07.06.01|02",NA,"1127","appeasing.s.01","1","4","1","2",NA,NA,NA,NA
"111","applaud","acclaim","1856","True","-1","clap ones hands or shout after performances to indicate approval","Esteem/Applaud/by shouting","['applaud', 'clap', 'spat', 'acclaim']","Synset('applaud.v.01')","vi","02.02.09.04.02.05|04","5375","4483","applaud.v.01","3","1","1","2","1","1","0.000260400024387246","-0.952380952380953"
"112","appreciated","apprehended","1880","True","-1","fully understood or grasped","Able to understand/comprehended","['appreciated', 'apprehended', 'comprehended']","Synset('appreciated.s.01')","adj","02.01.08|02","22064","108767.5","appreciated.s.01","4","6","2","3","1","0","0.0548421197754078","-0.566433566433566"
"113","apprenticed","articled","1860","True","-1","bound by contract","Working/Pertaining to workers according to status/apprenticed","['apprenticed', 'articled', 'bound', 'indentured']","Synset('apprenticed.s.01')","adj","03.11.09.02|05","434.5","6170","apprenticed.s.01","2","2","1","1",NA,NA,NA,NA
"114","approve","okay","1930","True","1","give sanction to","Esteem/Approve of/accept/sanction/by marking with letters OK","['approve', 'O.K.', 'okay', 'sanction']","Synset('approve.v.01')","vt","02.02.09.04|06","345238","98087.5","approve.v.01","2","1","1","2","1","1","0.00680718740893544","0.892857142857143"
"115","approximately","some","1874","True","-1","of quantities imprecise but fairly close to correct","Particular time/at a particular/certain time/approximately","['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']","Synset('approximately.r.01')","adv","01.13.03|01.02","20355759.5","729698.5","approximately.r.01","5","1","1","1","0","1","0.0389926234324482","0.576923076923077"
"116","aptly","capably","1884","True","-1","with competence in a competent capable manner","Ably","['competently', 'aptly', 'ably', 'capably']","Synset('competently.r.01')","adv","01.15.22","74","13525","competently.r.01","1","1","1","1",NA,NA,NA,NA
"117","arch","arc","1954","True","1","form an arch or curve","Move in a certain direction/Move in a circle/curve/move in curve","['arch', 'curve', 'arc']","Synset('arch.v.01')","vi","01.14.05.03|04","101804","128453.5","arch.v.01","4","5","2","2","1","0","0.872888571569538","0.1"
"118","arduous","operose","1958","True","-1","characterized by effort to the point of exhaustion especially physical effort","Manner of action/Involving effort/exertion/laborious/toilsome","['arduous', 'backbreaking', 'grueling', 'gruelling', 'hard', 'heavy', 'laborious', 'operose', 'punishing', 'toilsome']","Synset('arduous.s.01')","adj","01.15.20.02|10","68.5","18059","arduous.s.01","1","1","1","3",NA,NA,NA,NA
"119","arise","uprise","1878","True","-1","rise to ones feet","Go to bed/retire to rest/get up/rise","['arise', 'rise', 'uprise', 'get_up', 'stand_up']","Synset('arise.v.03')","vi","01.09.02.01.01|04","105.5","436920.5","arise.v.03","4","3","8","7",NA,NA,NA,NA
"120","arise","uprise","1878","True","-1","move upward","Go to bed/retire to rest/get up/rise","['rise', 'lift', 'arise', 'move_up', 'go_up', 'come_up', 'uprise']","Synset('rise.v.01')","vi","01.09.02.01.01|04","105.5","436920.5","rise.v.01","6","5","8","7",NA,NA,NA,NA
"121","arise","uprise","1878","True","-1","get up and out of bed","Go to bed/retire to rest/get up/rise","['get_up', 'turn_out', 'arise', 'uprise', 'rise']","Synset('get_up.v.02')","vi","01.09.02.01.01|04","105.5","436920.5","get_up.v.02","8","7","8","7",NA,NA,NA,NA
"122","arise","uprise","1878","True","-1","come into existence take on form or shape","Go to bed/retire to rest/get up/rise","['originate', 'arise', 'rise', 'develop', 'uprise', 'spring_up', 'grow']","Synset('originate.v.01')","vi","01.09.02.01.01|04","105.5","436920.5","originate.v.01","1","1","8","7",NA,NA,NA,NA
"123","around","some","1874","True","-1","of quantities imprecise but fairly close to correct","Particular time/at a particular/certain time/approximately","['approximately', 'about', 'close_to', 'just_about', 'some', 'roughly', 'more_or_less', 'around', 'or_so']","Synset('approximately.r.01')","adv","01.13.03|01.02","20355759.5","4198747.5","approximately.r.01","5","5","1","10","0","0","0.0546465345408654","0.543956043956044"
"124","arouse","conjure","1862","True","-1","summon into action or bring into existence often as if by magic","Speak/say/utter/Request/ask for/appeal to/invoke","['raise', 'conjure', 'conjure_up', 'invoke', 'evoke', 'stir', 'call_down', 'arouse', 'bring_up', 'put_forward', 'call_forth']","Synset('raise.v.07')","vt","02.07.03.12|14","12255.5","26788.5","raise.v.07","1","3","3","7","0","0","0.658619276321178","0.12967032967033"
"125","arrant","perfect","1902","True","1","without qualification used informally as often pejorative intensifiers","Pertaining to/concerned with quantity/Great in degree/utter/absolute/of a person/his character","['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']","Synset('arrant.s.01')","adj","01.16.06.03.01|09.02","572577.5","794.5","arrant.s.01","4","1","1","1","1","1","0.00480466472303207","0.942857142857143"
"126","arrant","utter","1874","True","-1","without qualification used informally as often pejorative intensifiers","Pertaining to material worked with/upon/Pertaining to precious metal/silver/pure","['arrant', 'complete', 'consummate', 'double-dyed', 'everlasting', 'gross', 'perfect', 'pure', 'sodding', 'stark', 'staring', 'thoroughgoing', 'utter', 'unadulterated']","Synset('arrant.s.01')","adj","03.11.12.03.12.04|04.01","66266.5","794.5","arrant.s.01","5","1","3","1","1","0","0.955374011815881","-0.0238095238095238"
"127","arrest","check","1900","True","1","hold back as of a danger or an enemy check the expansion or influence of","Not move/be motionless/cease to move/become motionless/come to a stand/stop","['check', 'turn_back', 'arrest', 'stop', 'contain', 'hold_back']","Synset('check.v.18')","vi","01.14.09|02.03","942051.5","242204","check.v.18","31","4","19","3","0","1","7.32097480952982e-06","-0.963636363636364"
"128","arrest","hold","1902","True","1","cause to stop","Administration of justice/Arrest/detain in custody","['halt', 'hold', 'arrest']","Synset('halt.v.01')","vt","03.05.12.05.02|13","1689686.5","242204","halt.v.01","39","6","22","3","0","0","0.31037609170568","-0.357575757575757"
"129","arrive_at","attain","1854","True","-1","reach a destination either real or abstract","Arrive at/reach","['reach', 'make', 'attain', 'hit', 'arrive_at', 'gain']","Synset('reach.v.01')","vt","03.10.01.07","134362.5",NA,"reach.v.01","4","1","4","1",NA,NA,NA,NA
"130","artfully","foxily","1932","True","1","in an artful manner","Ably/Cunningly","['craftily', 'cunningly', 'foxily', 'knavishly', 'slyly', 'trickily', 'artfully']","Synset('craftily.r.01')","adv","01.15.22.01.01",NA,"1399","craftily.r.01","1","3","1","3",NA,NA,NA,NA
"131","ascend","uprise","1878","True","-1","come up of celestial bodies","Go to bed/retire to rest/get up/rise","['rise', 'come_up', 'uprise', 'ascend']","Synset('rise.v.16')","vi","01.09.02.01.01|04","105.5","21511","rise.v.16","5","7","8","8",NA,NA,NA,NA
"132","asperse","smear","1936","True","1","charge falsely or with malicious intent attack the good name and reputation of someone","Hold in contempt/Stain/sully","['defame', 'slander', 'smirch', 'asperse', 'denigrate', 'calumniate', 'smear', 'sully', 'besmirch']","Synset('defame.v.01')","vt","02.02.10.07.02.01","11410","55.5","defame.v.01","8","1","4","1",NA,NA,NA,NA
"133","assay","try","1922","True","1","make an effort or attempt","Attempt/Make experiment of/with/a thing on (a person/thing)","['try', 'seek', 'attempt', 'essay', 'assay']","Synset('try.v.01')","vt","01.15.10.01|02","2309182.5","59790.5","try.v.01","2","6","5","3","1","0","0.910849168519584","0.0476190476190476"
"134","assay","essay","1856","True","-1","make an effort or attempt","Attempt/Try/test","['try', 'seek', 'attempt', 'essay', 'assay']","Synset('try.v.01')","vt","01.15.10.01.01","446997.5","59790.5","try.v.01","3","6","2","3","1","0","0.620546087627902","-0.139285714285714"
"135","assert","aver","1852","True","-1","to declare or affirm solemnly and formally as true","State/declare/set forth/Assert/affirm","['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']","Synset('affirm.v.02')","vi","02.07.06.03","1497","139553","affirm.v.02","2","2","2","4","1","1","0.00319548125824508","-0.707142857142857"
