target,ref,t,match,gold,syn_def,definition,syn_words,syn,pos,id
instantly,now,1852,True,-1,without delay or hesitation with no time intervening,Immediately/as soon as,"['immediately', 'instantly', 'straightaway', 'straight_off', 'directly', 'now', 'right_away', 'at_once', 'forthwith', 'like_a_shot']",Synset('immediately.r.01'),adv,01.13.08.02|02
instantly,right_away,1852,True,-1,without delay or hesitation with no time intervening,Immediately/as soon as,"['immediately', 'instantly', 'straightaway', 'straight_off', 'directly', 'now', 'right_away', 'at_once', 'forthwith', 'like_a_shot']",Synset('immediately.r.01'),adv,01.13.08.02|02
instantly,at_once,1852,True,-1,without delay or hesitation with no time intervening,Immediately/as soon as,"['immediately', 'instantly', 'straightaway', 'straight_off', 'directly', 'now', 'right_away', 'at_once', 'forthwith', 'like_a_shot']",Synset('immediately.r.01'),adv,01.13.08.02|02
instantly,forthwith,1852,True,-1,without delay or hesitation with no time intervening,Immediately/as soon as,"['immediately', 'instantly', 'straightaway', 'straight_off', 'directly', 'now', 'right_away', 'at_once', 'forthwith', 'like_a_shot']",Synset('immediately.r.01'),adv,01.13.08.02|02
instantly,like_a_shot,1852,True,-1,without delay or hesitation with no time intervening,Immediately/as soon as,"['immediately', 'instantly', 'straightaway', 'straight_off', 'directly', 'now', 'right_away', 'at_once', 'forthwith', 'like_a_shot']",Synset('immediately.r.01'),adv,01.13.08.02|02
changeful,changeable,1852,True,-1,such that alteration is possible having a marked tendency to change,Pertaining to change/Changeable,"['changeable', 'changeful']",Synset('changeable.a.02'),adj,01.13.11.01
retire,withdraw,1852,True,-1,withdraw from active participation,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['retire', 'withdraw']",Synset('retire.v.02'),v,01.14.05.05|01
retire,withdraw,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,retreat,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,pull_away,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,draw_back,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,recede,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,pull_back,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,move_back,1852,True,-1,pull back or move away or backward,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['withdraw', 'retreat', 'pull_away', 'draw_back', 'recede', 'pull_back', 'retire', 'move_back']",Synset('withdraw.v.01'),v,01.14.05.05|01
retire,adjourn,1852,True,-1,break from a meeting or gathering,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['adjourn', 'withdraw', 'retire']",Synset('adjourn.v.02'),v,01.14.05.05|01
retire,withdraw,1852,True,-1,break from a meeting or gathering,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['adjourn', 'withdraw', 'retire']",Synset('adjourn.v.02'),v,01.14.05.05|01
retire,withdraw,1852,True,-1,lose interest,Move in a certain direction/Move backwards/retire/withdraw/retreat,"['retire', 'withdraw']",Synset('retire.v.08'),v,01.14.05.05|01
bilk,elude,1852,True,-1,escape either physically or mentally,Make safe/secure/Escape from/contrive to escape/evade/a person/slip away from,"['elude', 'evade', 'bilk']",Synset('elude.v.01'),vt,01.15.15.03|08.02
bilk,evade,1852,True,-1,escape either physically or mentally,Make safe/secure/Escape from/contrive to escape/evade/a person/slip away from,"['elude', 'evade', 'bilk']",Synset('elude.v.01'),vt,01.15.15.03|08.02
boisterous,fierce,1852,True,-1,violently agitated and turbulent,Pertaining to behaviour/Violent (of a person/behaviour)/rough/rough/boisterous,"['boisterous', 'fierce', 'rough']",Synset('boisterous.s.03'),adj,01.15.21.05.06|08.04
boisterous,rough,1852,True,-1,violently agitated and turbulent,Pertaining to behaviour/Violent (of a person/behaviour)/rough/rough/boisterous,"['boisterous', 'fierce', 'rough']",Synset('boisterous.s.03'),adj,01.15.21.05.06|08.04
companion,company,1852,True,-1,be a companion to somebody,Relate to/Accompany/attend,"['company', 'companion', 'accompany', 'keep_company']",Synset('company.v.01'),vt,01.16.01.12
companion,accompany,1852,True,-1,be a companion to somebody,Relate to/Accompany/attend,"['company', 'companion', 'accompany', 'keep_company']",Synset('company.v.01'),vt,01.16.01.12
companion,keep_company,1852,True,-1,be a companion to somebody,Relate to/Accompany/attend,"['company', 'companion', 'accompany', 'keep_company']",Synset('company.v.01'),vt,01.16.01.12
delimit,specify,1852,True,-1,determine the essential quality of,Arrange by kind/Restrict/limit/limit/define,"['specify', 'define', 'delineate', 'delimit', 'delimitate']",Synset('specify.v.03'),vt,01.16.02.02.02.01|07
delimit,define,1852,True,-1,determine the essential quality of,Arrange by kind/Restrict/limit/limit/define,"['specify', 'define', 'delineate', 'delimit', 'delimitate']",Synset('specify.v.03'),vt,01.16.02.02.02.01|07
delimit,delineate,1852,True,-1,determine the essential quality of,Arrange by kind/Restrict/limit/limit/define,"['specify', 'define', 'delineate', 'delimit', 'delimitate']",Synset('specify.v.03'),vt,01.16.02.02.02.01|07
delimit,delimitate,1852,True,-1,determine the essential quality of,Arrange by kind/Restrict/limit/limit/define,"['specify', 'define', 'delineate', 'delimit', 'delimitate']",Synset('specify.v.03'),vt,01.16.02.02.02.01|07
unfitting,inappropriate,1852,True,-1,not in keeping with what is correct or proper,Orderly/Unsuitable/inappropriate,"['inappropriate', 'incompatible', 'out_or_keeping', 'unfitting']",Synset('inappropriate.s.02'),adj,01.16.03.02.03.01
unfitting,incompatible,1852,True,-1,not in keeping with what is correct or proper,Orderly/Unsuitable/inappropriate,"['inappropriate', 'incompatible', 'out_or_keeping', 'unfitting']",Synset('inappropriate.s.02'),adj,01.16.03.02.03.01
unfitting,out_or_keeping,1852,True,-1,not in keeping with what is correct or proper,Orderly/Unsuitable/inappropriate,"['inappropriate', 'incompatible', 'out_or_keeping', 'unfitting']",Synset('inappropriate.s.02'),adj,01.16.03.02.03.01
mephistophelian,devilish,1852,True,-1,showing the cunning or ingenuity or wickedness typical of a devil,Pertaining to a god/divine/Devilish/pertaining to/resembling Mephistopheles,"['devilish', 'diabolic', 'diabolical', 'mephistophelian', 'mephistophelean']",Synset('devilish.s.01'),adj,01.17.04.05|02
mephistophelian,diabolic,1852,True,-1,showing the cunning or ingenuity or wickedness typical of a devil,Pertaining to a god/divine/Devilish/pertaining to/resembling Mephistopheles,"['devilish', 'diabolic', 'diabolical', 'mephistophelian', 'mephistophelean']",Synset('devilish.s.01'),adj,01.17.04.05|02
mephistophelian,diabolical,1852,True,-1,showing the cunning or ingenuity or wickedness typical of a devil,Pertaining to a god/divine/Devilish/pertaining to/resembling Mephistopheles,"['devilish', 'diabolic', 'diabolical', 'mephistophelian', 'mephistophelean']",Synset('devilish.s.01'),adj,01.17.04.05|02
mephistophelian,mephistophelian,1852,True,-1,showing the cunning or ingenuity or wickedness typical of a devil,Pertaining to a god/divine/Devilish/pertaining to/resembling Mephistopheles,"['devilish', 'diabolic', 'diabolical', 'mephistophelian', 'mephistophelean']",Synset('devilish.s.01'),adj,01.17.04.05|02
mephistophelian,mephistophelean,1852,True,-1,showing the cunning or ingenuity or wickedness typical of a devil,Pertaining to a god/divine/Devilish/pertaining to/resembling Mephistopheles,"['devilish', 'diabolic', 'diabolical', 'mephistophelian', 'mephistophelean']",Synset('devilish.s.01'),adj,01.17.04.05|02
crude,unrefined,1852,True,-1,not refined or processed,Tasteless/Unrefined/coarse,"['unrefined', 'unprocessed', 'crude']",Synset('unrefined.a.01'),adj,02.02.13.01|07
crude,unprocessed,1852,True,-1,not refined or processed,Tasteless/Unrefined/coarse,"['unrefined', 'unprocessed', 'crude']",Synset('unrefined.a.01'),adj,02.02.13.01|07
despiteful,spiteful,1852,True,-1,showing malicious ill will and a desire to hurt motivated by spite,Harmful/Spiteful,"['despiteful', 'spiteful', 'vindictive']",Synset('despiteful.s.01'),adj,02.03.06.07
despiteful,vindictive,1852,True,-1,showing malicious ill will and a desire to hurt motivated by spite,Harmful/Spiteful,"['despiteful', 'spiteful', 'vindictive']",Synset('despiteful.s.01'),adj,02.03.06.07
disgustful,disgusting,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,distasteful,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,foul,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,loathly,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,loathsome,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,repellent,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,repellant,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,repelling,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,revolting,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,skanky,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,wicked,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
disgustful,yucky,1852,True,-1,highly offensive arousing aversion or disgust,Hating/full of hate/Disgusted/disgusting/repulsive,"['disgusting', 'disgustful', 'distasteful', 'foul', 'loathly', 'loathsome', 'repellent', 'repellant', 'repelling', 'revolting', 'skanky', 'wicked', 'yucky']",Synset('disgusting.s.01'),adj,02.04.14.01.01|01
cajolingly,coaxingly,1852,True,-1,in a cajoling manner,As regards motivation/Persuasively/wheedlingly/coaxingly,"['coaxingly', 'cajolingly']",Synset('coaxingly.r.01'),adv,02.05.06.01|02
preface,precede,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/Deliver (a speech)/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03.06|08
preface,premise,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/Deliver (a speech)/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03.06|08
preface,introduce,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/Deliver (a speech)/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03.06|08
premise,precede,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03|29
premise,preface,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03|29
premise,introduce,1852,True,-1,furnish with a preface or introduction,Speak/say/utter/introduce,"['precede', 'preface', 'premise', 'introduce']",Synset('precede.v.05'),vt,02.07.03|29
aver,affirm,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
aver,verify,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
aver,assert,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
aver,avow,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
aver,swan,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
aver,swear,1852,True,-1,to declare or affirm solemnly and formally as true,State/declare/set forth/Assert/affirm,"['affirm', 'verify', 'assert', 'avow', 'aver', 'swan', 'swear']",Synset('affirm.v.02'),vi,02.07.06.03
anele,anoint,1852,True,-1,administer an oil or ointment to often in a religious ceremony of blessing,Worship/Anoint/of the sick/dying,"['anoint', 'inunct', 'oil', 'anele', 'embrocate']",Synset('anoint.v.02'),vt,03.08.04.08.06|02
anele,inunct,1852,True,-1,administer an oil or ointment to often in a religious ceremony of blessing,Worship/Anoint/of the sick/dying,"['anoint', 'inunct', 'oil', 'anele', 'embrocate']",Synset('anoint.v.02'),vt,03.08.04.08.06|02
anele,oil,1852,True,-1,administer an oil or ointment to often in a religious ceremony of blessing,Worship/Anoint/of the sick/dying,"['anoint', 'inunct', 'oil', 'anele', 'embrocate']",Synset('anoint.v.02'),vt,03.08.04.08.06|02
anele,embrocate,1852,True,-1,administer an oil or ointment to often in a religious ceremony of blessing,Worship/Anoint/of the sick/dying,"['anoint', 'inunct', 'oil', 'anele', 'embrocate']",Synset('anoint.v.02'),vt,03.08.04.08.06|02
contributory,conducive,1852,True,-1,tending to bring about being partly responsible for,Pertaining to payment/Contributing,"['conducive', 'contributing', 'contributive', 'contributory', 'tributary']",Synset('conducive.s.01'),adj,03.12.18.02
